"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,3.52565709810647,0.804,0.353,0,"0","Plekhg5"
6.78175441735982e-30,3.50233763715595,0.263,0.208,1.35635088347196e-26,"0","Gm49144"
0,3.42581499350958,0.97,0.506,0,"0","F13a1"
4.26914934717205e-235,3.10644591217707,0.388,0.2,8.5382986943441e-232,"0","Cd163"
0,2.99610255396629,0.918,0.608,0,"0","Rbpj"
0,2.97087833441706,0.632,0.358,0,"0","Ms4a4a"
6.96633815923334e-56,2.91270574381608,0.292,0.226,1.39326763184667e-52,"0","Ms4a8a"
0,2.79102333699145,0.691,0.347,0,"0","Stard8"
3.07646228724743e-54,2.7191631774351,0.299,0.251,6.15292457449486e-51,"0","Slit1"
0,2.70850572174805,0.893,0.554,0,"0","Pde7b"
3.12048512226417e-58,2.6543682275291,0.263,0.209,6.24097024452835e-55,"0","Mctp2"
0,2.65077622837425,0.83,0.474,0,"0","Stab1"
0,2.57371119519495,0.709,0.341,0,"0","Aoah"
2.59101389032159e-135,2.56754210854253,0.314,0.213,5.18202778064318e-132,"0","P2ry12"
1.33776917126616e-47,2.56199753843993,0.308,0.265,2.67553834253231e-44,"0","Hsf3"
9.31346918260416e-44,2.54395966865203,0.302,0.243,1.86269383652083e-40,"0","Vsig4"
0,2.50396570135699,0.89,0.508,0,"0","Mctp1"
0,2.4699997723717,0.604,0.362,0,"0","Ddx60"
1.26951105640658e-86,2.44465275565965,0.375,0.31,2.53902211281317e-83,"0","Susd1"
3.97534628166405e-83,2.44174488822667,0.39,0.321,7.95069256332809e-80,"0","Pstpip2"
0,4.20957574298398,0.616,0.246,0,"1","Gm13561"
5.13139362019655e-198,3.97752422189549,0.493,0.287,1.02627872403931e-194,"1","Gm12381"
0,3.96192840710428,0.632,0.292,0,"1","Sema3e"
0,3.86899132269675,0.588,0.304,0,"1","Sntg1"
0,3.82492158159464,0.513,0.202,0,"1","Ano3"
1.78945028936862e-80,3.78533312200442,0.26,0.085,3.57890057873724e-77,"1","B230217J21Rik"
5.15573820205361e-86,3.75997385760411,0.304,0.137,1.03114764041072e-82,"1","Gm46323"
7.58693533385687e-168,3.74464611111682,0.328,0.134,1.51738706677137e-164,"1","Gpr1"
0,3.72296751441811,0.919,0.362,0,"1","Sema3c"
0,3.65391356617365,0.472,0.178,0,"1","Dtna"
0,3.64074128991099,0.63,0.279,0,"1","Rorb"
0,3.56752477418011,0.637,0.231,0,"1","Gfpt2"
0,3.54242880791179,0.969,0.333,0,"1","Creb5"
1.72233812380279e-139,3.53238527696818,0.378,0.2,3.44467624760559e-136,"1","Prkg2"
1.12457611230001e-89,3.52820825724926,0.335,0.208,2.24915222460002e-86,"1","Aldh1a3"
0,3.49816874695035,0.967,0.376,0,"1","Dpp4"
2.47606934651242e-194,3.47666243956184,0.381,0.147,4.95213869302483e-191,"1","Efhd1"
0,3.43224316539366,0.612,0.231,0,"1","Galnt16"
0,3.42340887291534,0.83,0.347,0,"1","Nox4"
1.83576798180278e-144,3.40960470233013,0.402,0.217,3.67153596360557e-141,"1","Lurap1l"
5.07343220675216e-21,1.95030654084437,0.313,0.246,1.01468644135043e-17,"2","Ciita"
1.99607130024589e-37,1.86654431151259,0.288,0.178,3.99214260049177e-34,"2","Gm35154"
3.84700011521255e-54,1.86472044449468,0.378,0.25,7.69400023042511e-51,"2","Gm13710"
8.75711461625682e-119,1.77626481316912,0.541,0.316,1.75142292325136e-115,"2","Atp6v0d2"
3.32119095010503e-38,1.73572882408997,0.377,0.274,6.64238190021006e-35,"2","Rnf180"
2.08939963453803e-12,1.70397579453893,0.316,0.276,4.17879926907605e-09,"2","Ccr5"
9.67677670470838e-07,1.63947324300506,0.349,0.332,0.00193535534094168,"2","Cd300lb"
3.9313571848805e-21,1.59859395823307,0.304,0.243,7.862714369761e-18,"2","Gm5150"
3.79595356727856e-17,1.59315506053495,0.401,0.346,7.59190713455713e-14,"2","Gm2245"
1.55343619246732e-31,1.56634298215097,0.287,0.209,3.10687238493464e-28,"2","Shisa9"
1.93302084086860e-09,1.524103211009,0.255,0.224,3.86604168173719e-06,"2","Adra1a"
3.01185190941199e-48,1.4911451842682,0.525,0.433,6.02370381882399e-45,"2","St18"
3.02541099389377e-44,1.44730727719817,0.46,0.355,6.05082198778753e-41,"2","Ly86"
1.03299194035594e-27,1.44239933264216,0.276,0.201,2.06598388071188e-24,"2","Lair1"
2.72484790929888e-66,1.44208183356236,0.614,0.513,5.44969581859777e-63,"2","Adgre1"
1.24401762725981e-31,1.42674808281019,0.433,0.345,2.48803525451962e-28,"2","Atp8b4"
2.91231381885143e-145,1.42616098268092,0.726,0.534,5.82462763770287e-142,"2","Apobec1"
8.98691832916895e-86,1.29976719140719,0.659,0.512,1.79738366583379e-82,"2","Myo1f"
4.06629672135444e-24,1.27317707158947,0.287,0.225,8.13259344270888e-21,"2","Cybb"
1.35285294309108e-65,1.27151450220004,0.601,0.478,2.70570588618216e-62,"2","Dock8"
1.07460253639635e-138,4.70580931924016,0.262,0.079,2.14920507279271e-135,"3","Gm47507"
1.26962618979189e-172,4.54469823177875,0.349,0.119,2.53925237958378e-169,"3","Fat3"
7.2417176331275e-129,4.48556566040855,0.315,0.121,1.4483435266255e-125,"3","Ksr2"
9.92866616440477e-227,4.37408552761948,0.428,0.149,1.98573323288095e-223,"3","Efr3b"
3.1761301340799e-128,4.1541540702733,0.276,0.089,6.35226026815979e-125,"3","Ankdd1a"
7.97196057255505e-127,4.09347867577627,0.314,0.122,1.59439211451101e-123,"3","Ptchd1"
1.68996953034747e-167,3.90696256329017,0.429,0.195,3.37993906069495e-164,"3","Shisa9"
3.57802192757372e-111,3.75635802380538,0.275,0.088,7.15604385514743e-108,"3","4930471E19Rik"
0,3.61433318047303,0.935,0.445,0,"3","Myo1e"
0,3.56660020025611,0.81,0.355,0,"3","Arhgap25"
1.3245630906776e-92,3.54194954650614,0.292,0.131,2.64912618135521e-89,"3","F7"
1.33094273904772e-48,3.54046327731786,0.349,0.248,2.66188547809545e-45,"3","Tnip3"
2.01403186778561e-22,3.4974031512393,0.333,0.296,4.02806373557122e-19,"3","Mmp12"
3.53871897164059e-131,3.47796587853542,0.388,0.175,7.07743794328118e-128,"3","Il7r"
2.62861053632723e-190,3.41150104773745,0.483,0.22,5.25722107265446e-187,"3","Rgs1"
4.42691246553269e-38,3.38322389617107,0.276,0.176,8.85382493106539e-35,"3","Wfs1"
7.59754443162875e-30,3.32005783907505,0.261,0.187,1.51950888632575e-26,"3","Itgax"
2.69909874489888e-173,3.30811920468972,0.499,0.241,5.39819748979776e-170,"3","Card11"
2.70035499847674e-85,3.27430513173462,0.388,0.235,5.40070999695349e-82,"3","Gm5150"
1.25994145212654e-169,3.12206137496776,0.537,0.294,2.51988290425308e-166,"3","Cadm1"
7.83485745635935e-14,2.51130775616887,0.412,0.343,1.56697149127187e-10,"4","Spp1"
5.66615773169366e-42,2.48599139889365,0.687,0.61,1.13323154633873e-38,"4","Col1a1"
7.30452009038825e-59,2.41382797939319,0.308,0.156,1.46090401807765e-55,"4","Mgp"
2.4783573397645e-10,2.0641221233437,0.259,0.175,4.95671467952901e-07,"4","Retnla"
4.58874312186784e-36,1.9960980670952,0.286,0.16,9.17748624373568e-33,"4","Ptn"
8.8120862915633e-17,1.96603728562928,0.444,0.371,1.76241725831266e-13,"4","Postn"
8.34557473376666e-79,1.93792829903373,0.258,0.089,1.66911494675333e-75,"4","Snca"
6.15736979112704e-21,1.83873351256275,0.277,0.174,1.23147395822541e-17,"4","Ear2"
7.62042682238311e-21,1.77464851741619,0.36,0.285,1.52408536447662e-17,"4","Mmp3"
2.78102359907e-32,1.75664608974591,0.407,0.299,5.56204719814e-29,"4","Hbb-bs"
1.85246411474235e-14,1.6942678941715,0.324,0.249,3.7049282294847e-11,"4","Ctsk"
1.36040935779164e-31,1.6840903730359,0.295,0.174,2.72081871558329e-28,"4","Fabp5"
2.43991876259458e-26,1.68353617418171,0.285,0.162,4.87983752518915e-23,"4","Hba-a2"
3.26418625048919e-22,1.67964288351198,0.286,0.171,6.52837250097838e-19,"4","Hba-a1"
1.73593273653526e-111,1.59944283540838,0.299,0.106,3.47186547307052e-108,"4","Nfasc"
6.25118386115113e-21,1.58794950229623,0.396,0.311,1.25023677223023e-17,"4","Igfbp5"
1.44472828757697e-06,1.56856549551306,0.319,0.25,0.00288945657515394,"4","Scd1"
2.00995011770684e-26,1.56349461056538,0.352,0.255,4.01990023541369e-23,"4","Col5a3"
2.08121605494915e-14,1.53631486752793,0.254,0.161,4.16243210989829e-11,"4","Hbb-bt"
4.36613916932258e-20,1.53054008086406,0.288,0.188,8.73227833864517e-17,"4","Col15a1"
0,6.97909709174198,0.295,0.002,0,"5","Gm609"
1.37609446504101e-138,6.69774832628824,0.487,0.008,2.75218893008202e-135,"5","Lrrc3b"
1.93458980410003e-22,6.44212115410647,0.257,0.007,3.86917960820006e-19,"5","Klhl4"
7.9377668296024e-28,6.15176764793251,0.323,0.01,1.58755336592048e-24,"5","Dipk2b"
2.96247596071909e-07,6.14468509026493,0.456,0.061,0.000592495192143818,"5","Ccdc85a"
1.80891147554891e-84,6.10495083480379,0.55,0.047,3.61782295109781e-81,"5","Shank3"
4.30437334270829e-153,6.06962423950115,0.253,0.024,8.60874668541657e-150,"5","Samd12"
5.49662109059289e-10,6.00471203316736,0.326,0.007,1.09932421811858e-06,"5","Gm12002"
6.45602342912148e-54,6.0028438757264,0.538,0.065,1.2912046858243e-50,"5","Mecom"
1.42451286399811e-43,5.94392145737812,0.538,0.058,2.84902572799622e-40,"5","Cyyr1"
4.22315968068176e-86,5.8946122148439,0.27,0.036,8.44631936136351e-83,"5","Fgd5"
1.08187852921506e-05,5.82288639457356,0.393,0.015,0.0216375705843012,"5","Pcdh17"
3.28696779051611e-17,5.79825863295313,0.477,0.06,6.57393558103223e-14,"5","Dach1"
7.41321529483505e-05,5.79520767306315,0.451,0.031,0.148264305896701,"5","Flt1"
6.15677403851074e-36,5.76594632243886,0.32,0.02,1.23135480770215e-32,"5","Btnl9"
1.97349151553578e-22,5.70985402358255,0.36,0.069,3.94698303107156e-19,"5","Vwa3a"
0.00431087937336696,5.69731422924886,0.289,0.028,1,"5","Gm26691"
0,5.6403170976408,0.562,0.005,0,"5","Lhx6"
1.11310118411287e-14,5.63442360701074,0.486,0.068,2.22620236822574e-11,"5","Adgrl4"
9.32188732225078e-06,5.59353580122025,0.45,0.028,0.0186437746445016,"5","Ablim3"
4.22748964060711e-71,3.82759623634224,0.357,0.13,8.45497928121422e-68,"6","Plcxd3"
5.73935157890096e-70,3.49458792363272,0.446,0.218,1.14787031578019e-66,"6","C7"
4.03531726365416e-65,2.55407007333531,0.282,0.074,8.07063452730832e-62,"6","Nxph1"
3.31340316979481e-33,2.51642757862763,0.251,0.073,6.62680633958963e-30,"6","Inmt"
1.87480949762288e-15,2.47131373857181,0.269,0.104,3.74961899524576e-12,"6","Ism1"
9.85698383751668e-51,2.46567616152098,0.366,0.163,1.97139676750334e-47,"6","Csmd1"
5.17960362915292e-20,2.44924140200544,0.291,0.123,1.03592072583058e-16,"6","Epha3"
3.90533713217985e-21,2.31412169021143,0.3,0.138,7.81067426435971e-18,"6","Pknox2"
6.74871044259039e-101,2.26212420987962,0.379,0.124,1.34974208851808e-97,"6","Gna14"
3.58426019752928e-37,2.23082939979548,0.395,0.237,7.16852039505857e-34,"6","Sult5a1"
5.8734805431901e-135,2.11296102683814,0.274,0.042,1.17469610863802e-131,"6","Neto1"
8.38295463662726e-90,2.1096325224997,0.602,0.358,1.67659092732545e-86,"6","Itgbl1"
4.87472687994552e-53,2.04568215770191,0.318,0.125,9.74945375989104e-50,"6","Tdo2"
1.27273545750457e-53,2.04296637622108,0.389,0.212,2.54547091500914e-50,"6","Gabre"
2.34204841523387e-113,2.03461002041734,0.491,0.23,4.68409683046774e-110,"6","Gabra3"
2.97577373951667e-169,2.03023284236937,0.3,0.047,5.95154747903335e-166,"6","Slc22a22"
1.14081053336797e-52,1.99074295625681,0.334,0.126,2.28162106673595e-49,"6","Boc"
9.25451734079075e-131,1.98610790189071,0.629,0.317,1.85090346815815e-127,"6","Abi3bp"
6.73694313480878e-43,1.98280434974571,0.286,0.084,1.34738862696176e-39,"6","Foxp2"
1.14185340684602e-74,1.97650334644229,0.449,0.226,2.28370681369204e-71,"6","C1qtnf7"
0,7.48768776794795,0.392,0.004,0,"7","Gm12239"
0,6.51525699999669,0.639,0.023,0,"7","Pnpla3"
0,6.1309615178793,0.683,0.027,0,"7","Gm35552"
4.68026940100201e-286,6.12052129987034,0.258,0.004,9.36053880200403e-283,"7","Sez6l"
0,5.92326384178983,0.544,0.023,0,"7","Klb"
0,5.76700953936176,0.879,0.137,0,"7","Nnat"
1.46333849541081e-113,5.6889957185397,0.361,0.005,2.92667699082162e-110,"7","A830018L16Rik"
0,5.6221783421527,0.959,0.073,0,"7","Cidec"
0,5.60347225211072,0.836,0.056,0,"7","Tshr"
0,5.51967727480208,0.552,0.009,0,"7","Gm3289"
0,5.45636168518566,0.865,0.081,0,"7","Slc7a10"
1.14692385325968e-236,5.37044571951862,0.507,0.015,2.29384770651936e-233,"7","Gm13544"
0,5.34884497835898,0.856,0.077,0,"7","Apol6"
0,5.31894096924197,0.393,0.006,0,"7","Gm35190"
0,5.30834969287229,0.891,0.096,0,"7","Acvr1c"
5.89194370396154e-186,5.28436418019679,0.502,0.016,1.17838874079231e-182,"7","Gm30270"
1.56550843865178e-69,5.26300449063074,0.371,0.023,3.13101687730356e-66,"7","Lncbate1"
4.14924061412733e-53,5.24684725768165,0.346,0.028,8.29848122825465e-50,"7","Gm29506"
0,5.23225493159166,0.92,0.112,0,"7","Ankef1"
0,5.18153556690272,0.577,0.017,0,"7","Ttpa"
1.51128021577594e-95,5.50061429116976,0.343,0.048,3.02256043155188e-92,"8","Lypd1"
3.33939866695675e-37,4.95113116233506,0.307,0.019,6.6787973339135e-34,"8","Shisa6"
7.5288920843183e-172,4.88145495370348,0.596,0.142,1.50577841686366e-168,"8","Pde11a"
4.38810397276405e-21,4.8647831056616,0.279,0.061,8.77620794552809e-18,"8","Cntnap2"
0,4.72938960431568,0.946,0.272,0,"8","Adam12"
9.21527937645053e-30,4.54044052044184,0.367,0.077,1.84305587529011e-26,"8","Olfm2"
0,4.5390462410783,0.897,0.21,0,"8","Bmper"
2.3766179869982e-63,4.50854952276968,0.38,0.051,4.75323597399639e-60,"8","Ntf3"
3.48835783378289e-284,4.42236990319155,0.733,0.132,6.97671566756579e-281,"8","Fgf10"
1.99856571104563e-20,4.41570649810281,0.289,0.05,3.99713142209127e-17,"8","Gm12296"
7.38403767528976e-121,4.36276863592474,0.474,0.115,1.47680753505795e-117,"8","Gm16263"
9.51339433818836e-124,4.31340158131512,0.359,0.041,1.90267886763767e-120,"8","Scn8a"
9.11712064905824e-67,4.25161084890208,0.391,0.132,1.82342412981165e-63,"8","Pappa"
1.07105894592342e-208,4.10523723490626,0.366,0.06,2.14211789184683e-205,"8","Chrm2"
6.39221417709531e-274,4.04818231471361,0.369,0.045,1.27844283541906e-270,"8","Gm13832"
4.92113003146049e-113,3.91929971936778,0.477,0.079,9.84226006292097e-110,"8","Fst"
1.08111676496104e-148,3.90663520076685,0.571,0.136,2.16223352992208e-145,"8","Adam23"
0,3.72330603731769,0.821,0.21,0,"8","Sned1"
5.40845805833021e-116,3.71918000398895,0.469,0.081,1.08169161166604e-112,"8","Mme"
2.07728666190879e-45,3.62718272796977,0.321,0.059,4.15457332381758e-42,"8","Prtg"
0,7.15008757747011,0.333,0.007,0,"9","Il18rap"
4.8670160973644e-57,6.9711929923866,0.306,0.093,9.73403219472881e-54,"9","Skap1"
8.78092949150832e-85,6.96390183342275,0.273,0.021,1.75618589830166e-81,"9","Gm2682"
4.56368551590376e-57,6.75794080187547,0.275,0.035,9.12737103180752e-54,"9","Gm36723"
1.6891792189299e-120,6.47167410241573,0.348,0.045,3.37835843785981e-117,"9","Klrk1"
1.07433741772413e-96,6.10393953863666,0.462,0.126,2.14867483544826e-93,"9","Cd226"
6.83101270829139e-113,5.88046833011525,0.373,0.063,1.36620254165828e-109,"9","Grap2"
1.799821051142e-10,5.72974281224176,0.273,0.108,3.599642102284e-07,"9","Stat4"
8.80010732134732e-124,5.6376758409647,0.306,0.042,1.76002146426946e-120,"9","Txk"
3.92674376470841e-144,5.53359259408804,0.277,0.031,7.85348752941683e-141,"9","Klri1"
6.89144616706809e-86,5.26899516455871,0.269,0.045,1.37828923341362e-82,"9","Aldh1a2"
4.73234465676917e-133,5.17490894912697,0.329,0.039,9.46468931353833e-130,"9","Nup210"
3.79494516227568e-24,5.16146903669635,0.269,0.062,7.58989032455137e-21,"9","Oprm1"
2.91206741090164e-68,5.08039772811311,0.333,0.091,5.82413482180328e-65,"9","Clec2g"
2.54839078735907e-25,5.00491304534141,0.389,0.192,5.09678157471813e-22,"9","Gm15987"
1.01001614192901e-40,4.73279924203149,0.271,0.071,2.02003228385803e-37,"9","Ndnf"
7.07999150553712e-66,4.70732016662868,0.48,0.192,1.41599830110742e-62,"9","Ccr2"
1.48266875977146e-60,4.70081859005749,0.29,0.071,2.96533751954292e-57,"9","Gpr141"
6.60904393040547e-76,4.55718778133015,0.271,0.049,1.32180878608109e-72,"9","Sirpb1a"
3.57152818320094e-27,4.53710027093492,0.275,0.081,7.14305636640188e-24,"9","Plbd1"
0,4.40535514263671,0.647,0.02,0,"10","1700047G03Rik"
8.54426364090834e-167,4.17463805407617,0.286,0.018,1.70885272818167e-163,"10","Fam81b"
7.52307192678416e-131,3.94135268469828,0.347,0.033,1.50461438535683e-127,"10","Adam2"
4.46291344425551e-49,3.86083623581026,0.255,0.026,8.92582688851101e-46,"10","Trim67"
3.07844915445851e-239,3.65233109073629,0.641,0.037,6.15689830891702e-236,"10","Lctl"
6.94366470233083e-17,3.56253474177895,0.252,0.087,1.38873294046616e-13,"10","Gprin3"
7.26741004909878e-31,3.48923158442754,0.556,0.081,1.45348200981976e-27,"10","Ctcflos"
3.61200769754845e-05,3.4127364403288,0.356,0.163,0.0722401539509691,"10","Rad18"
1.14252202941455e-09,3.31761498907398,0.347,0.152,2.28504405882909e-06,"10","Sntb1"
2.18168041198698e-73,3.24103570437509,0.331,0.057,4.36336082397397e-70,"10","Erbb4"
5.54933138796994e-20,3.23882069454227,0.292,0.047,1.10986627759399e-16,"10","Kcnb1"
3.52549769781705e-103,3.20428464397068,0.696,0.142,7.05099539563411e-100,"10","Alas2"
1.59397646568236e-05,3.17855357583509,0.432,0.096,0.0318795293136471,"10","Mlxipl"
0.000542434782583331,3.17734049392878,0.368,0.125,1,"10","Art3"
3.00050727759035e-12,3.13957177978194,0.353,0.125,6.00101455518069e-09,"10","Lgals12"
1.84558684110104e-84,3.1108432716906,0.395,0.045,3.69117368220209e-81,"10","Esrrg"
0,3.10318081443872,0.687,0.034,0,"10","Cib4"
2.16901384930248e-07,3.09558272485537,0.502,0.138,0.000433802769860497,"10","Acvr1c"
4.44161376320858e-31,3.07530935335444,0.261,0.106,8.88322752641716e-28,"10","A530020G20Rik"
3.99046301553767e-07,3.07522837328882,0.535,0.157,0.000798092603107534,"10","Slc1a3"
0,8.71858737035674,0.701,0.011,0,"11","Stac"
0,8.57819061868472,0.365,0.001,0,"11","Olfr78"
0,8.53419834552651,0.52,0.003,0,"11","P2rx1"
8.52016457966777e-71,8.02047373795273,0.502,0.002,1.70403291593355e-67,"11","Lamc3"
0,7.88872390391141,0.664,0.002,0,"11","H2-M9"
9.92468610342335e-144,7.74576188260785,0.568,0.003,1.98493722068467e-140,"11","Trpc6"
0,7.52824318168402,0.435,0.001,0,"11","Tmc5"
0,7.51805323769031,0.775,0.07,0,"11","Dgkb"
4.34511173854455e-195,7.39250581626146,0.675,0.042,8.6902234770891e-192,"11","Chn1"
1.59923276934248e-62,7.35316283371118,0.583,0.047,3.19846553868496e-59,"11","Ano1"
1.65119153296067e-292,7.30967619070167,0.675,0.028,3.30238306592134e-289,"11","Gipr"
1.71968696944168e-08,6.82953957273609,0.45,0.017,3.43937393888336e-05,"11","Daam2"
0,6.6201232138761,0.712,0.007,0,"11","Lmod1"
8.2855299912441e-78,6.61512871078259,0.576,0.035,1.65710599824882e-74,"11","Cacnb2"
7.11219739289645e-96,6.57532705977273,0.45,0.016,1.42243947857929e-92,"11","Cap2"
9.00240407825657e-117,6.46630813919937,0.723,0.084,1.80048081565131e-113,"11","Myh11"
1.34246990565172e-08,6.41991269011582,0.509,0.074,2.68493981130344e-05,"11","Notch3"
8.09055495409301e-294,6.41952835507181,0.601,0.052,1.6181109908186e-290,"11","Kcnd3"
2.36342239677284e-10,6.33598848887743,0.339,0.028,4.72684479354567e-07,"11","Adgrl3"
0.0013629771657118,6.24005054269482,0.461,0.086,1,"11","Il34"
2.22607976584536e-19,3.20350994395838,0.257,0.057,4.45215953169072e-16,"12","Cd209b"
3.82186538547581e-08,2.2784233421504,0.273,0.15,7.64373077095163e-05,"12","Cd209g"
2.75379938512322e-31,2.2687402500934,0.513,0.218,5.50759877024644e-28,"12","Mctp2"
2.41115121542276e-43,2.07284488426856,0.674,0.239,4.82230243084553e-40,"12","Cd163"
1.90448487738723e-18,1.90955181118133,0.348,0.147,3.80896975477447e-15,"12","Alox5"
9.71388025932624e-24,1.8999739356564,0.401,0.148,1.94277605186525e-20,"12","Tox2"
4.96019913936354e-33,1.8092734731545,0.471,0.131,9.92039827872708e-30,"12","P3h2"
6.76503830734139e-34,1.76607234606223,0.556,0.238,1.35300766146828e-30,"12","Ms4a8a"
1.00236265623478e-14,1.75715104389434,0.305,0.129,2.00472531246956e-11,"12","Slc39a12"
8.36761796500922e-13,1.74730550050867,0.332,0.159,1.67352359300184e-09,"12","Lama3"
1.52439567147338e-60,1.73319851464599,0.989,0.629,3.04879134294676e-57,"12","Pde7b"
7.00387889051481e-64,1.71960252438311,0.973,0.61,1.40077577810296e-60,"12","F13a1"
5.58939960394028e-56,1.67969157890415,0.984,0.677,1.11787992078806e-52,"12","Rbpj"
5.70987176625941e-51,1.6690523971973,0.759,0.32,1.14197435325188e-47,"12","Susd1"
2.23401116417044e-44,1.66560928907517,0.818,0.433,4.46802232834087e-41,"12","Cfh"
3.00210588737993e-27,1.64660066366963,0.551,0.259,6.00421177475986e-24,"12","Slit1"
1.17832530999137e-61,1.62570038087414,0.979,0.593,2.35665061998275e-58,"12","Mctp1"
1.17857993702035e-62,1.61442595095545,0.973,0.529,2.3571598740407e-59,"12","Pdgfc"
2.25532055522254e-06,1.6032755569529,0.31,0.212,0.00451064111044508,"12","Gfra2"
3.52686057896846e-35,1.59173565698038,0.658,0.318,7.05372115793692e-32,"12","Ednrb"
7.33785674463974e-22,7.84240994106462,0.333,0.1,1.46757134892795e-18,"13","Brinp3"
3.50645252805041e-58,7.80280701619921,0.532,0.116,7.01290505610081e-55,"13","Kif26b"
4.72230680920319e-69,7.32496127409046,0.373,0.045,9.44461361840639e-66,"13","Col24a1"
8.40699741223904e-43,6.3839502463048,0.452,0.092,1.68139948244781e-39,"13","Ncam1"
3.26829772855355e-77,6.13360831169062,0.421,0.05,6.53659545710711e-74,"13","Sorcs2"
5.98864764793831e-13,5.88277766369852,0.302,0.123,1.19772952958766e-09,"13","Edil3"
3.21085217790934e-13,5.84623253706753,0.357,0.169,6.42170435581868e-10,"13","Ptn"
4.30873420848413e-31,5.5532478490262,0.294,0.058,8.61746841696826e-28,"13","Gm13832"
2.4396916151144e-50,5.24573465719188,0.611,0.171,4.8793832302288e-47,"13","Cdh11"
2.99231131965194e-13,5.22029814230736,0.333,0.147,5.98462263930387e-10,"13","Tnc"
2.17236850179382e-21,5.17982807875802,0.452,0.193,4.34473700358763e-18,"13","Col12a1"
1.38537314416525e-35,5.1249370971233,0.405,0.085,2.77074628833049e-32,"13","Fhl2"
3.79298434952313e-25,5.07927032761395,0.429,0.139,7.58596869904626e-22,"13","Col8a1"
1.40402072148707e-10,5.06685764616888,0.302,0.142,2.80804144297414e-07,"13","Pappa"
5.57146224203515e-21,5.02349344006577,0.286,0.067,1.11429244840703e-17,"13","Zfp385b"
2.09855452909544e-19,4.90268775603387,0.421,0.177,4.19710905819089e-16,"13","Fbn2"
3.78361103618177e-18,4.76808979601844,0.254,0.061,7.56722207236354e-15,"13","Gpr176"
9.24014959834729e-33,4.74136494050035,0.452,0.136,1.84802991966946e-29,"13","B830012L14Rik"
3.3199526755547e-62,4.65981885285295,0.746,0.251,6.6399053511094e-59,"13","Rian"
1.06893999388743e-11,4.60901106085433,0.31,0.147,2.13787998777486e-08,"13","Spon1"
0,10.3242154428618,0.63,0.011,0,"14","Tmem233"
0,10.2584498810891,0.946,0.027,0,"14","Mylk4"
2.24791086185655e-89,10.1768297823728,0.891,0.159,4.4958217237131e-86,"14","Ttn"
2.03734286853677e-261,9.54098085886591,0.848,0.047,4.07468573707355e-258,"14","Trdn"
0,9.47700377494956,0.804,0.022,0,"14","Mypn"
3.31850236713692e-198,9.23466581513565,0.598,0.004,6.63700473427384e-195,"14","Sgcg"
1.33661398737987e-241,9.14343230210424,0.772,0.038,2.67322797475975e-238,"14","Gm49906"
4.45088557498421e-121,8.76181304658036,0.62,0.023,8.90177114996841e-118,"14","Mlip"
3.4220035871052e-148,8.7543398877012,0.391,0.008,6.84400717421039e-145,"14","Sox10"
0,8.5296301853652,0.739,0.011,0,"14","Mybpc2"
2.93966459254426e-132,8.48741055314135,0.304,0.001,5.87932918508852e-129,"14","Gm26673"
1.19278632790739e-27,8.48557724983911,0.446,0.064,2.38557265581478e-24,"14","Cadm2"
0,8.41304590025675,0.761,0.015,0,"14","Actn3"
7.97567438417521e-111,8.36999404598211,0.272,0.001,1.59513487683504e-107,"14","Kcnh8"
3.35965058996583e-105,8.25719573962018,0.293,0.012,6.71930117993165e-102,"14","Rasgef1c"
2.02650913826732e-173,8.22893316349503,0.772,0.044,4.05301827653463e-170,"14","Slc8a3"
6.16669258290104e-62,8.17506071816713,0.391,0.002,1.23333851658021e-58,"14","Kcna1"
3.24717571705728e-119,8.08344503448761,0.848,0.101,6.49435143411457e-116,"14","Atp2a1"
0,7.9923866567217,0.826,0.036,0,"14","Hs3st5"
0,7.91978977296079,0.663,0.015,0,"14","Atcayos"
